,Date,Start (ET),Visitor,Visitor Points,Home,Home Points,Arena,Box Score Link,Arena_Corrected,Teams,Game_Latitude,Game_Longitude,Prev_Game_Lat,Prev_Game_Long,Prev_Date,Travel_Distance,Back_to_Back,Team,Winner,Opponent_WinPct
1956,2023-10-25,7:30p,Minnesota Timberwolves,94,Toronto Raptors,97,Scotiabank Arena,/boxscores/202310250TOR.html,Scotiabank Arena,Raptors,43.64395522,-79.37918473,,,,,False,Toronto Raptors,Toronto Raptors,
2286,2023-10-25,7:00p,Washington Wizards,120,Indiana Pacers,143,Gainbridge Fieldhouse,/boxscores/202310250IND.html,Gainbridge Fieldhouse,Pacers,39.76434114,-86.15563165,,,,,False,Indiana Pacers,Indiana Pacers,0.0
1336,2023-10-25,7:00p,Boston Celtics,108,New York Knicks,104,Madison Square Garden (IV),/boxscores/202310250NYK.html,Madison Square Garden,Knicks,40.75074427,-73.99350307,,,,,False,New York Knicks,Boston Celtics,1.0
797,2023-10-25,8:00p,New Orleans Pelicans,111,Memphis Grizzlies,104,FedEx Forum,/boxscores/202310250MEM.html,FedExForum,Grizzlies,35.13827779,-90.05061859,,,,,False,New Orleans Pelicans,New Orleans Pelicans,
1431,2023-10-25,7:30p,Detroit Pistons,102,Miami Heat,103,Kaseya Center,/boxscores/202310250MIA.html,Kaseya Center,Heat,25.7814792,-80.18699451,,,,,False,Miami Heat,Miami Heat,
1155,2023-10-25,8:00p,Oklahoma City Thunder,124,Chicago Bulls,104,United Center,/boxscores/202310250CHI.html,United Center,Bulls,41.88085455,-87.674251,,,,,False,Oklahoma City Thunder,Oklahoma City Thunder,
2204,2023-10-25,9:00p,Sacramento Kings,130,Utah Jazz,114,Delta Center,/boxscores/202310250UTA.html,Delta Center,Jazz,40.76849155,-111.9011089,,,,,False,Utah Jazz,Sacramento Kings,
885,2023-10-25,9:00p,Sacramento Kings,130,Utah Jazz,114,Delta Center,/boxscores/202310250UTA.html,Delta Center,Jazz,40.76849155,-111.9011089,,,,,False,Sacramento Kings,Sacramento Kings,0.0
1073,2023-10-25,10:30p,Portland Trail Blazers,111,Los Angeles Clippers,123,Crypto.com Arena,/boxscores/202310250LAC.html,Crypto.com Arena,Clippers,40.76849155,-111.9011089,,,,,False,Portland Trail Blazers,Los Angeles Clippers,
1614,2023-10-25,10:30p,Portland Trail Blazers,111,Los Angeles Clippers,123,Crypto.com Arena,/boxscores/202310250LAC.html,Crypto.com Arena,Clippers,40.76849155,-111.9011089,,,,,False,Los Angeles Clippers,Los Angeles Clippers,0.0
2386,2023-10-25,9:30p,Dallas Mavericks,126,San Antonio Spurs,119,United Center,/boxscores/202310250SAS.html,United Center,Bulls,41.88085455,-87.674251,,,,,False,San Antonio Spurs,Dallas Mavericks,1.0
273,2023-10-25,7:00p,Houston Rockets,86,Orlando Magic,116,Kia Center,/boxscores/202310250ORL.html,Kia Center,Magic,28.53944289,-81.38376767,,,,,False,Houston Rockets,Orlando Magic,1.0
539,2023-10-25,7:30p,Detroit Pistons,102,Miami Heat,103,Kaseya Center,/boxscores/202310250MIA.html,Kaseya Center,Heat,25.7814792,-80.18699451,,,,,False,Detroit Pistons,Miami Heat,1.0
175,2023-10-25,7:30p,Minnesota Timberwolves,94,Toronto Raptors,97,Scotiabank Arena,/boxscores/202310250TOR.html,Scotiabank Arena,Raptors,43.64395522,-79.37918473,,,,,False,Minnesota Timberwolves,Toronto Raptors,1.0
2122,2023-10-25,8:00p,New Orleans Pelicans,111,Memphis Grizzlies,104,FedEx Forum,/boxscores/202310250MEM.html,FedExForum,Grizzlies,35.13827779,-90.05061859,,,,,False,Memphis Grizzlies,New Orleans Pelicans,1.0
2038,2023-10-25,8:00p,Oklahoma City Thunder,124,Chicago Bulls,104,United Center,/boxscores/202310250CHI.html,United Center,Bulls,41.88085455,-87.674251,,,,,False,Chicago Bulls,Oklahoma City Thunder,1.0
1,2023-10-26,10:00p,Phoenix Suns,95,Los Angeles Lakers,100,Crypto.com Arena,/boxscores/202310260LAL.html,Crypto.com Arena,Lakers,34.04327087,-118.2673077,39.74888699,-105.007631,10/24/23,1336.974732201424,False,Los Angeles Lakers,Los Angeles Lakers,1.0
1247,2023-10-26,7:30p,Philadelphia 76ers,117,Milwaukee Bucks,118,Fiserv Forum,/boxscores/202310260MIL.html,Fiserv Forum,Bucks,43.04526446,-87.91742912,,,,,False,Philadelphia 76ers,Milwaukee Bucks,
90,2023-10-26,10:00p,Phoenix Suns,95,Los Angeles Lakers,100,Crypto.com Arena,/boxscores/202310260LAL.html,Crypto.com Arena,Lakers,34.04327087,-118.2673077,37.76824305,-122.3879952,10/24/23,556.0170387307771,False,Phoenix Suns,Los Angeles Lakers,0.3333333333333333
2468,2023-10-26,7:30p,Philadelphia 76ers,117,Milwaukee Bucks,118,Fiserv Forum,/boxscores/202310260MIL.html,Fiserv Forum,Bucks,43.04526446,-87.91742912,,,,,False,Milwaukee Bucks,Milwaukee Bucks,0.0
457,2023-10-27,7:30p,New York Knicks,126,Atlanta Hawks,120,State Farm Arena,/boxscores/202310270ATL.html,State Farm Arena,Hawks,33.75786112,-84.39606134,35.22545375,-80.83938972,10/25/23,364.494618619649,False,Atlanta Hawks,New York Knicks,0.0
540,2023-10-27,7:00p,Detroit Pistons,111,Charlotte Hornets,99,Spectrum Center,/boxscores/202310270CHO.html,Spectrum Center,Hornets,35.22545375,-80.83938972,25.7814792,-80.18699451,10/25/23,1051.9718944021324,False,Detroit Pistons,Detroit Pistons,1.0
1703,2023-10-27,10:00p,Orlando Magic,102,Portland Trail Blazers,97,Moda Center,/boxscores/202310270POR.html,Moda Center,Trailblazers,45.53187324,-122.6668208,28.53944289,-81.38376767,10/25/23,4063.575999123076,False,Orlando Magic,Orlando Magic,0.0
1615,2023-10-27,9:30p,Los Angeles Clippers,118,Utah Jazz,120,Delta Center,/boxscores/202310270UTA.html,Delta Center,Jazz,40.76849155,-111.9011089,40.76849155,-111.9011089,10/25/23,0.0,False,Los Angeles Clippers,Utah Jazz,0.0
1337,2023-10-27,7:30p,New York Knicks,126,Atlanta Hawks,120,State Farm Arena,/boxscores/202310270ATL.html,State Farm Arena,Hawks,33.75786112,-84.39606134,40.75074427,-73.99350307,10/25/23,1203.5606139537344,False,New York Knicks,New York Knicks,0.0
2205,2023-10-27,9:30p,Los Angeles Clippers,118,Utah Jazz,120,Delta Center,/boxscores/202310270UTA.html,Delta Center,Jazz,40.76849155,-111.9011089,40.76849155,-111.9011089,10/25/23,0.0,False,Utah Jazz,Utah Jazz,0.6666666666666666
1432,2023-10-27,7:30p,Miami Heat,111,Boston Celtics,119,TD Garden,/boxscores/202310270BOS.html,TD Garden,Celtics,42.37,-71.06216746,25.7814792,-80.18699451,10/25/23,2023.9738684532265,False,Miami Heat,Boston Celtics,1.0
356,2023-10-27,7:30p,Miami Heat,111,Boston Celtics,119,TD Garden,/boxscores/202310270BOS.html,TD Garden,Celtics,42.37,-71.06216746,40.75074427,-73.99350307,10/25/23,303.124454987449,False,Boston Celtics,Boston Celtics,0.6666666666666666
704,2023-10-27,7:30p,Oklahoma City Thunder,108,Cleveland Cavaliers,105,Rocket Mortgage Fieldhouse,/boxscores/202310270CLE.html,Rocket Mortgage FieldHouse,Cavs,41.4969733,-81.68818615,40.68282142,-73.97543706,10/25/23,652.4516412304473,False,Cleveland Cavaliers,Oklahoma City Thunder,1.0
886,2023-10-27,10:00p,Golden State Warriors,122,Sacramento Kings,114,Golden 1 Center,/boxscores/202310270SAC.html,Golden 1 Center,Kings,38.58042676,-121.4996817,40.76849155,-111.9011089,10/25/23,856.2430135893821,False,Sacramento Kings,Golden State Warriors,0.0
2387,2023-10-27,8:00p,Houston Rockets,122,San Antonio Spurs,126,Frost Bank Center,/boxscores/202310270SAS.html,Frost Bank Center,Spurs,29.42731446,-98.4374652,41.88085455,-87.674251,10/25/23,1689.0371244607966,False,San Antonio Spurs,San Antonio Spurs,0.0
2123,2023-10-27,7:00p,Denver Nuggets,108,Memphis Grizzlies,104,FedEx Forum,/boxscores/202310270MEM.html,FedExForum,Grizzlies,35.13827779,-90.05061859,35.13827779,-90.05061859,10/25/23,0.0,False,Memphis Grizzlies,Denver Nuggets,1.0
274,2023-10-27,8:00p,Houston Rockets,122,San Antonio Spurs,126,Frost Bank Center,/boxscores/202310270SAS.html,Frost Bank Center,Spurs,29.42731446,-98.4374652,28.53944289,-81.38376767,10/25/23,1660.2534829797517,False,Houston Rockets,San Antonio Spurs,0.3333333333333333
1074,2023-10-27,10:00p,Orlando Magic,102,Portland Trail Blazers,97,Moda Center,/boxscores/202310270POR.html,Moda Center,Trailblazers,45.53187324,-122.6668208,40.76849155,-111.9011089,10/25/23,1020.1195569432706,False,Portland Trail Blazers,Orlando Magic,1.0
2039,2023-10-27,8:00p,Toronto Raptors,103,Chicago Bulls,104,United Center,/boxscores/202310270CHI.html,United Center,Bulls,41.88085455,-87.674251,41.88085455,-87.674251,10/25/23,0.0,False,Chicago Bulls,Chicago Bulls,1.0
1792,2023-10-27,10:00p,Golden State Warriors,122,Sacramento Kings,114,Golden 1 Center,/boxscores/202310270SAC.html,Golden 1 Center,Kings,38.58042676,-121.4996817,37.76824305,-122.3879952,10/24/23,119.10241775515942,False,Golden State Warriors,Golden State Warriors,0.6666666666666666
1156,2023-10-27,7:30p,Oklahoma City Thunder,108,Cleveland Cavaliers,105,Rocket Mortgage Fieldhouse,/boxscores/202310270CLE.html,Rocket Mortgage FieldHouse,Cavs,41.4969733,-81.68818615,41.88085455,-87.674251,10/25/23,498.7896501208428,False,Oklahoma City Thunder,Oklahoma City Thunder,0.6666666666666666
2557,2023-10-27,7:00p,Detroit Pistons,111,Charlotte Hornets,99,Spectrum Center,/boxscores/202310270CHO.html,Spectrum Center,Hornets,35.22545375,-80.83938972,35.22545375,-80.83938972,10/25/23,0.0,False,Charlotte Hornets,Detroit Pistons,0.3333333333333333
1875,2023-10-27,8:30p,Brooklyn Nets,120,Dallas Mavericks,125,American Airlines Center,/boxscores/202310270DAL.html,American Airlines Center,Mavericks,32.79084174,-96.81031908,40.68282142,-73.97543706,10/25/23,2207.561968042356,False,Brooklyn Nets,Dallas Mavericks,1.0
1521,2023-10-27,7:00p,Denver Nuggets,108,Memphis Grizzlies,104,FedEx Forum,/boxscores/202310270MEM.html,FedExForum,Grizzlies,35.13827779,-90.05061859,39.74888699,-105.007631,10/24/23,1414.2747077482168,False,Denver Nuggets,Denver Nuggets,0.0
1957,2023-10-27,8:00p,Toronto Raptors,103,Chicago Bulls,104,United Center,/boxscores/202310270CHI.html,United Center,Bulls,41.88085455,-87.674251,43.64395522,-79.37918473,10/25/23,704.6348284754943,False,Toronto Raptors,Chicago Bulls,0.3333333333333333
970,2023-10-27,8:30p,Brooklyn Nets,120,Dallas Mavericks,125,American Airlines Center,/boxscores/202310270DAL.html,American Airlines Center,Mavericks,32.79084174,-96.81031908,41.88085455,-87.674251,10/25/23,1292.2026677297415,False,Dallas Mavericks,Dallas Mavericks,0.0
2287,2023-10-28,7:30p,Indiana Pacers,125,Cleveland Cavaliers,113,Rocket Mortgage Fieldhouse,/boxscores/202310280CLE.html,Rocket Mortgage FieldHouse,Cavs,41.4969733,-81.68818615,39.76434114,-86.15563165,10/25/23,423.298867650834,False,Indiana Pacers,Indiana Pacers,0.5
798,2023-10-28,7:00p,New York Knicks,87,New Orleans Pelicans,96,Smoothie King Center,/boxscores/202310280NOP.html,Smoothie King Center,Pelicans,29.94947202,-90.08207826,35.13827779,-90.05061859,10/25/23,576.9764012854545,False,New Orleans Pelicans,New Orleans Pelicans,0.5
622,2023-10-28,7:00p,Memphis Grizzlies,106,Washington Wizards,113,Capital One Arena,/boxscores/202310280WAS.html,Capital One Arena,Wizards,38.89838877,-77.02081388,39.76434114,-86.15563165,10/25/23,791.1961684834789,False,Washington Wizards,Washington Wizards,0.0
1433,2023-10-28,8:00p,Miami Heat,90,Minnesota Timberwolves,106,Target Center,/boxscores/202310280MIN.html,Target Center,Wolves,44.97989588,-93.27615907,42.36641599,-71.06216746,10/27/23,1804.1934170086697,True,Miami Heat,Minnesota Timberwolves,0.0
1248,2023-10-28,7:30p,Philadelphia 76ers,114,Toronto Raptors,107,Scotiabank Arena,/boxscores/202310280TOR.html,Scotiabank Arena,Raptors,43.64395522,-79.37918473,43.04526446,-87.91742912,10/26/23,693.3376863676938,False,Philadelphia 76ers,Philadelphia 76ers,0.5
705,2023-10-28,7:30p,Indiana Pacers,125,Cleveland Cavaliers,113,Rocket Mortgage Fieldhouse,/boxscores/202310280CLE.html,Rocket Mortgage FieldHouse,Cavs,41.4969733,-81.68818615,41.4969733,-81.68818615,10/27/23,0.0,True,Cleveland Cavaliers,Indiana Pacers,1.0
1338,2023-10-28,7:00p,New York Knicks,87,New Orleans Pelicans,96,Smoothie King Center,/boxscores/202310280NOP.html,Smoothie King Center,Pelicans,29.94947202,-90.08207826,33.75786112,-84.39606134,10/27/23,683.6988132824024,True,New York Knicks,New Orleans Pelicans,1.0
91,2023-10-28,10:00p,Utah Jazz,104,Phoenix Suns,126,Footprint Center,/boxscores/202310280PHO.html,Footprint Center,Suns,33.44599214,-112.0712861,34.04327087,-118.2673077,10/26/23,576.6354488241543,False,Phoenix Suns,Phoenix Suns,0.5
541,2023-10-28,7:00p,Chicago Bulls,102,Detroit Pistons,118,Little Caesars Arena,/boxscores/202310280DET.html,Little Caesars Arena,Pistons,42.34136826,-83.05529949,35.22545375,-80.83938972,10/27/23,814.145361851456,True,Detroit Pistons,Detroit Pistons,0.5
176,2023-10-28,8:00p,Miami Heat,90,Minnesota Timberwolves,106,Target Center,/boxscores/202310280MIN.html,Target Center,Wolves,44.97989588,-93.27615907,43.64395522,-79.37918473,10/25/23,1114.2398175636206,False,Minnesota Timberwolves,Minnesota Timberwolves,0.4
2124,2023-10-28,7:00p,Memphis Grizzlies,106,Washington Wizards,113,Capital One Arena,/boxscores/202310280WAS.html,Capital One Arena,Wizards,38.89838877,-77.02081388,35.13827779,-90.05061859,10/27/23,1228.6796967540852,True,Memphis Grizzlies,Washington Wizards,0.3333333333333333
2040,2023-10-28,7:00p,Chicago Bulls,102,Detroit Pistons,118,Little Caesars Arena,/boxscores/202310280DET.html,Little Caesars Arena,Pistons,42.34136826,-83.05529949,41.88085455,-87.674251,10/27/23,384.3910410989716,True,Chicago Bulls,Detroit Pistons,0.6
1958,2023-10-28,7:30p,Philadelphia 76ers,114,Toronto Raptors,107,Scotiabank Arena,/boxscores/202310280TOR.html,Scotiabank Arena,Raptors,43.64395522,-79.37918473,41.88085455,-87.674251,10/27/23,704.6348284754943,True,Toronto Raptors,Philadelphia 76ers,0.3333333333333333
2206,2023-10-28,10:00p,Utah Jazz,104,Phoenix Suns,126,Footprint Center,/boxscores/202310280PHO.html,Footprint Center,Suns,33.44599214,-112.0712861,40.76849155,-111.9011089,10/27/23,814.3641069567977,True,Utah Jazz,Phoenix Suns,0.6
887,2023-10-29,9:00p,Los Angeles Lakers,127,Sacramento Kings,132,Golden 1 Center,/boxscores/202310290SAC.html,Golden 1 Center,Kings,38.58042676,-121.4996817,38.58042676,-121.4996817,10/27/23,0.0,False,Sacramento Kings,Sacramento Kings,0.5
2388,2023-10-29,9:00p,San Antonio Spurs,83,Los Angeles Clippers,123,Crypto.com Arena,/boxscores/202310290LAC.html,Crypto.com Arena,Clippers,34.04327087,-118.2673077,29.42731446,-98.4374652,10/27/23,1940.7057294326985,False,San Antonio Spurs,Los Angeles Clippers,0.5
1075,2023-10-29,7:30p,Portland Trail Blazers,98,Philadelphia 76ers,126,Wells Fargo Center,/boxscores/202310290PHI.html,Wells Fargo Center,76ers,39.9016048,-75.17200096,45.53187324,-122.6668208,10/27/23,3872.64375277858,False,Portland Trail Blazers,Philadelphia 76ers,0.5
275,2023-10-29,7:00p,Golden State Warriors,106,Houston Rockets,95,Toyota Center,/boxscores/202310290HOU.html,Toyota Center,Rockets,29.75115882,-95.36222803,29.42731446,-98.4374652,10/27/23,299.51923353827885,False,Houston Rockets,Golden State Warriors,0.5
1157,2023-10-29,3:30p,Denver Nuggets,128,Oklahoma City Thunder,95,Paycom Center,/boxscores/202310290OKC.html,Paycom Center,Thunder,35.46387036,-97.51509234,41.4969733,-81.68818615,10/27/23,1529.1259111382117,False,Oklahoma City Thunder,Denver Nuggets,1.0
2469,2023-10-29,7:00p,Atlanta Hawks,127,Milwaukee Bucks,110,Fiserv Forum,/boxscores/202310290MIL.html,Fiserv Forum,Bucks,43.04526446,-87.91742912,43.04526446,-87.91742912,10/26/23,0.0,False,Milwaukee Bucks,Atlanta Hawks,0.0
1249,2023-10-29,7:30p,Portland Trail Blazers,98,Philadelphia 76ers,126,Wells Fargo Center,/boxscores/202310290PHI.html,Wells Fargo Center,76ers,39.9016048,-75.17200096,43.64395522,-79.37918473,10/28/23,542.8820293478109,True,Philadelphia 76ers,Philadelphia 76ers,0.0
1793,2023-10-29,7:00p,Golden State Warriors,106,Houston Rockets,95,Toyota Center,/boxscores/202310290HOU.html,Toyota Center,Rockets,29.75115882,-95.36222803,38.58042676,-121.4996817,10/27/23,2585.9971990288354,False,Golden State Warriors,Golden State Warriors,0.0
2,2023-10-29,9:00p,Los Angeles Lakers,127,Sacramento Kings,132,Golden 1 Center,/boxscores/202310290SAC.html,Golden 1 Center,Kings,38.58042676,-121.4996817,34.04327087,-118.2673077,10/26/23,581.6264657800731,False,Los Angeles Lakers,Sacramento Kings,0.6
1522,2023-10-29,3:30p,Denver Nuggets,128,Oklahoma City Thunder,95,Paycom Center,/boxscores/202310290OKC.html,Paycom Center,Thunder,35.46387036,-97.51509234,35.13827779,-90.05061859,10/27/23,678.1992912109184,False,Denver Nuggets,Denver Nuggets,0.8
1616,2023-10-29,9:00p,San Antonio Spurs,83,Los Angeles Clippers,123,Crypto.com Arena,/boxscores/202310290LAC.html,Crypto.com Arena,Clippers,34.04327087,-118.2673077,40.76849155,-111.9011089,10/27/23,935.0377897901748,False,Los Angeles Clippers,Los Angeles Clippers,0.4
458,2023-10-29,7:00p,Atlanta Hawks,127,Milwaukee Bucks,110,Fiserv Forum,/boxscores/202310290MIL.html,Fiserv Forum,Bucks,43.04526446,-87.91742912,33.75786112,-84.39606134,10/27/23,1077.054862868541,False,Atlanta Hawks,Atlanta Hawks,0.6666666666666666
1959,2023-10-30,7:30p,Portland Trail Blazers,99,Toronto Raptors,91,Scotiabank Arena,/boxscores/202310300TOR.html,Scotiabank Arena,Raptors,43.64395522,-79.37918473,43.64395522,-79.37918473,10/28/23,0.0,False,Toronto Raptors,Portland Trail Blazers,0.0
459,2023-10-30,7:30p,Minnesota Timberwolves,113,Atlanta Hawks,127,State Farm Arena,/boxscores/202310300ATL.html,State Farm Arena,Hawks,33.75786112,-84.39606134,43.04526446,-87.91742912,10/29/23,1077.054862868541,True,Atlanta Hawks,Atlanta Hawks,0.5
799,2023-10-30,8:00p,Golden State Warriors,130,New Orleans Pelicans,102,Smoothie King Center,/boxscores/202310300NOP.html,Smoothie King Center,Pelicans,29.94947202,-90.08207826,29.94947202,-90.08207826,10/28/23,0.0,False,New Orleans Pelicans,Golden State Warriors,0.6666666666666666
2125,2023-10-30,8:00p,Dallas Mavericks,125,Memphis Grizzlies,110,FedEx Forum,/boxscores/202310300MEM.html,FedExForum,Grizzlies,35.13827779,-90.05061859,38.89838877,-77.02081388,10/28/23,1228.6796967540852,False,Memphis Grizzlies,Dallas Mavericks,1.0
2288,2023-10-30,7:00p,Chicago Bulls,112,Indiana Pacers,105,Gainbridge Fieldhouse,/boxscores/202310300IND.html,Gainbridge Fieldhouse,Pacers,39.76434114,-86.15563165,41.4969733,-81.68818615,10/28/23,423.298867650834,False,Indiana Pacers,Chicago Bulls,0.3333333333333333
2207,2023-10-30,9:00p,Utah Jazz,102,Denver Nuggets,110,Ball Arena,/boxscores/202310300DEN.html,Ball Arena,Nuggets,39.74888699,-105.007631,33.44599214,-112.0712861,10/28/23,942.1185673136428,False,Utah Jazz,Denver Nuggets,1.0
2470,2023-10-30,8:00p,Miami Heat,114,Milwaukee Bucks,122,Fiserv Forum,/boxscores/202310300MIL.html,Fiserv Forum,Bucks,43.04526446,-87.91742912,43.04526446,-87.91742912,10/29/23,0.0,True,Milwaukee Bucks,Milwaukee Bucks,0.3333333333333333
1434,2023-10-30,8:00p,Miami Heat,114,Milwaukee Bucks,122,Fiserv Forum,/boxscores/202310300MIL.html,Fiserv Forum,Bucks,43.04526446,-87.91742912,44.97989588,-93.27615907,10/28/23,479.36475047050897,False,Miami Heat,Milwaukee Bucks,0.6
3,2023-10-30,10:30p,Orlando Magic,103,Los Angeles Lakers,106,Crypto.com Arena,/boxscores/202310300LAL.html,Crypto.com Arena,Lakers,34.04327087,-118.2673077,38.58042676,-121.4996817,10/29/23,581.6264657800731,True,Los Angeles Lakers,Los Angeles Lakers,1.0
1076,2023-10-30,7:30p,Portland Trail Blazers,99,Toronto Raptors,91,Scotiabank Arena,/boxscores/202310300TOR.html,Scotiabank Arena,Raptors,43.64395522,-79.37918473,39.9016048,-75.17200096,10/29/23,542.8820293478109,True,Portland Trail Blazers,Portland Trail Blazers,0.2857142857142857
2558,2023-10-30,7:00p,Brooklyn Nets,133,Charlotte Hornets,121,Spectrum Center,/boxscores/202310300CHO.html,Spectrum Center,Hornets,35.22545375,-80.83938972,35.22545375,-80.83938972,10/27/23,0.0,False,Charlotte Hornets,Brooklyn Nets,0.0
1158,2023-10-30,8:00p,Detroit Pistons,112,Oklahoma City Thunder,124,Paycom Center,/boxscores/202310300OKC.html,Paycom Center,Thunder,35.46387036,-97.51509234,35.46387036,-97.51509234,10/29/23,0.0,True,Oklahoma City Thunder,Oklahoma City Thunder,0.6666666666666666
177,2023-10-30,7:30p,Minnesota Timberwolves,113,Atlanta Hawks,127,State Farm Arena,/boxscores/202310300ATL.html,State Farm Arena,Hawks,33.75786112,-84.39606134,44.97989588,-93.27615907,10/28/23,1460.715331725174,False,Minnesota Timberwolves,Atlanta Hawks,0.42857142857142855
1876,2023-10-30,7:00p,Brooklyn Nets,133,Charlotte Hornets,121,Spectrum Center,/boxscores/202310300CHO.html,Spectrum Center,Hornets,35.22545375,-80.83938972,32.79084174,-96.81031908,10/27/23,1495.0878764494462,False,Brooklyn Nets,Brooklyn Nets,0.4
357,2023-10-30,7:00p,Boston Celtics,126,Washington Wizards,107,Capital One Arena,/boxscores/202310300WAS.html,Capital One Arena,Wizards,38.89838877,-77.02081388,42.36641599,-71.06216746,10/27/23,633.4028490096308,False,Boston Celtics,Boston Celtics,0.5
623,2023-10-30,7:00p,Boston Celtics,126,Washington Wizards,107,Capital One Arena,/boxscores/202310300WAS.html,Capital One Arena,Wizards,38.89838877,-77.02081388,38.89838877,-77.02081388,10/28/23,0.0,False,Washington Wizards,Boston Celtics,1.0
1794,2023-10-30,8:00p,Golden State Warriors,130,New Orleans Pelicans,102,Smoothie King Center,/boxscores/202310300NOP.html,Smoothie King Center,Pelicans,29.94947202,-90.08207826,29.75115882,-95.36222803,10/29/23,509.6632030656073,True,Golden State Warriors,Golden State Warriors,0.8
542,2023-10-30,8:00p,Detroit Pistons,112,Oklahoma City Thunder,124,Paycom Center,/boxscores/202310300OKC.html,Paycom Center,Thunder,35.46387036,-97.51509234,42.34136826,-83.05529949,10/28/23,1463.4304288005258,False,Detroit Pistons,Oklahoma City Thunder,0.7142857142857143
1704,2023-10-30,10:30p,Orlando Magic,103,Los Angeles Lakers,106,Crypto.com Arena,/boxscores/202310300LAL.html,Crypto.com Arena,Lakers,34.04327087,-118.2673077,45.53187324,-122.6668208,10/27/23,1331.0754816867934,False,Orlando Magic,Los Angeles Lakers,0.42857142857142855
971,2023-10-30,8:00p,Dallas Mavericks,125,Memphis Grizzlies,110,FedEx Forum,/boxscores/202310300MEM.html,FedExForum,Grizzlies,35.13827779,-90.05061859,32.79084174,-96.81031908,10/27/23,675.6426467644247,False,Dallas Mavericks,Dallas Mavericks,0.0
1523,2023-10-30,9:00p,Utah Jazz,102,Denver Nuggets,110,Ball Arena,/boxscores/202310300DEN.html,Ball Arena,Nuggets,39.74888699,-105.007631,35.46387036,-97.51509234,10/29/23,813.549762449881,True,Denver Nuggets,Denver Nuggets,0.2857142857142857
2041,2023-10-30,7:00p,Chicago Bulls,112,Indiana Pacers,105,Gainbridge Fieldhouse,/boxscores/202310300IND.html,Gainbridge Fieldhouse,Pacers,39.76434114,-86.15563165,42.34136826,-83.05529949,10/28/23,386.84957445185614,False,Chicago Bulls,Chicago Bulls,0.8
2389,2023-10-31,10:00p,San Antonio Spurs,115,Phoenix Suns,114,Footprint Center,/boxscores/202310310PHO.html,Footprint Center,Suns,33.44599214,-112.0712861,34.04327087,-118.2673077,10/29/23,576.6354488241543,False,San Antonio Spurs,San Antonio Spurs,0.6666666666666666
1705,2023-10-31,10:30p,Orlando Magic,102,Los Angeles Clippers,118,Crypto.com Arena,/boxscores/202310310LAC.html,Crypto.com Arena,Clippers,34.04327087,-118.2673077,34.04327087,-118.2673077,10/30/23,0.0,True,Orlando Magic,Los Angeles Clippers,0.6666666666666666
1339,2023-10-31,7:30p,New York Knicks,109,Cleveland Cavaliers,91,Rocket Mortgage Fieldhouse,/boxscores/202310310CLE.html,Rocket Mortgage FieldHouse,Cavs,41.4969733,-81.68818615,29.94947202,-90.08207826,10/28/23,1489.150808321082,False,New York Knicks,New York Knicks,0.3333333333333333
92,2023-10-31,10:00p,San Antonio Spurs,115,Phoenix Suns,114,Footprint Center,/boxscores/202310310PHO.html,Footprint Center,Suns,33.44599214,-112.0712861,33.44599214,-112.0712861,10/28/23,0.0,False,Phoenix Suns,San Antonio Spurs,0.42857142857142855
706,2023-10-31,7:30p,New York Knicks,109,Cleveland Cavaliers,91,Rocket Mortgage Fieldhouse,/boxscores/202310310CLE.html,Rocket Mortgage FieldHouse,Cavs,41.4969733,-81.68818615,41.4969733,-81.68818615,10/28/23,0.0,False,Cleveland Cavaliers,New York Knicks,0.42857142857142855
1617,2023-10-31,10:30p,Orlando Magic,102,Los Angeles Clippers,118,Crypto.com Arena,/boxscores/202310310LAC.html,Crypto.com Arena,Clippers,34.04327087,-118.2673077,34.04327087,-118.2673077,10/29/23,0.0,False,Los Angeles Clippers,Los Angeles Clippers,0.5714285714285714
460,2023-11-01,7:30p,Washington Wizards,121,Atlanta Hawks,130,State Farm Arena,/boxscores/202311010ATL.html,State Farm Arena,Hawks,33.75786112,-84.39606134,33.75786112,-84.39606134,10/30/23,0.0,False,Atlanta Hawks,Atlanta Hawks,0.3333333333333333
276,2023-11-01,8:00p,Charlotte Hornets,119,Houston Rockets,128,Toyota Center,/boxscores/202311010HOU.html,Toyota Center,Rockets,29.75115882,-95.36222803,29.75115882,-95.36222803,10/29/23,0.0,False,Houston Rockets,Houston Rockets,0.3333333333333333
2559,2023-11-01,8:00p,Charlotte Hornets,119,Houston Rockets,128,Toyota Center,/boxscores/202311010HOU.html,Toyota Center,Rockets,29.75115882,-95.36222803,35.22545375,-80.83938972,10/30/23,1489.9499808639564,False,Charlotte Hornets,Houston Rockets,0.14285714285714285
707,2023-11-01,7:30p,Cleveland Cavaliers,95,New York Knicks,89,Madison Square Garden (IV),/boxscores/202311010NYK.html,Madison Square Garden,Knicks,40.75074427,-73.99350307,41.4969733,-81.68818615,10/31/23,649.6183949749638,True,Cleveland Cavaliers,Cleveland Cavaliers,0.5
800,2023-11-01,7:30p,New Orleans Pelicans,110,Oklahoma City Thunder,106,Paycom Center,/boxscores/202311010OKC.html,Paycom Center,Thunder,35.46387036,-97.51509234,29.94947202,-90.08207826,10/30/23,926.6190716345052,False,New Orleans Pelicans,New Orleans Pelicans,0.75
